Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
22731233,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,schistaceus,"(Boissonneau, 1840)",,,,,"","Slaty Brush-finch, Slaty Brush Finch, Slaty Brush-Finch",,,LC,,3.1,2012,stable,N
22721499,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,semirufus,"(Boissonneau, 1840)",,,,,"","Ochre-breasted Brush-finch, Ochre-breasted Brush Finch, Ochre-breasted Brush-Finch",,,LC,,3.1,2012,stable,N
59493,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,TYPHLONECTIDAE,Atretochoana,eiselti,"(Taylor, 1968)",,,,,Typhlonectes eiselti,"Eiselt's Caecilian, Atretochoan of Eistelt",,,DD,,3.1,2004,unknown,N
22703612,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ATRICHORNITHIDAE,Atrichornis,clamosus,"(Gould, 1844)",,,,,"","Noisy Scrub-bird, Western Scrubird, Noisy Scrubbird",,Corredor Chillón,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2012,decreasing,N
22703608,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ATRICHORNITHIDAE,Atrichornis,rufescens,"(Ramsay, 1867)",,,,,"","Rufous Scrub-bird, Rufous Scrubbird",,,EN,"B2ab(ii,iii,iv,v)",3.1,2012,decreasing,N
22693036,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,THINOCORIDAE,Attagis,gayi,"Geoffroy Saint-Hilaire & Lesson, 1831",,,,,"",Rufous-bellied Seedsnipe,,,LC,,3.1,2012,stable,N
22693039,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,THINOCORIDAE,Attagis,malouinus,"(Boddaert, 1783)",,,,,"",White-bellied Seedsnipe,,,LC,,3.1,2012,stable,N
22688238,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Atthis,ellioti,"Ridgway, 1878",,,,,"",Wine-throated Hummingbird,,,LC,,3.1,2012,stable,N
22688235,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Atthis,heloisa,"(Lesson & DeLattre, 1839)",,,,,"",Bumblebee Hummingbird,,,LC,,3.1,2012,stable,N
22712137,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Atticora,fasciata,"(Gmelin, 1789)",,,,,"",White-banded Swallow,,,LC,,3.1,2012,decreasing,N
22712140,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Atticora,melanoleuca,"(Wied, 1820)",,,,,"",Black-collared Swallow,,,LC,,3.1,2012,stable,N
22700346,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,bolivianus,"Lafresnaye, 1848",,,,,"","Dull-capped Attila, White-eyed Attila",,,LC,,3.1,2012,decreasing,N
22700337,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,cinnamomeus,"(Gmelin, 1789)",,,,,"",Cinnamon Attila,,,LC,,3.1,2012,decreasing,N
22700343,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,citriniventris,"Sclater, 1859",,,,,"",Citron-bellied Attila,,,LC,,3.1,2012,stable,N
22700334,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,phoenicurus,"Pelzeln, 1868",,,,,"",Rufous-tailed Attila,,,LC,,3.1,2012,decreasing,N
22700350,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,rufus,"(Vieillot, 1819)",,,,,"","Grey-hooded Attila, Gray-hooded Attila",,,LC,,3.1,2012,stable,N
22700354,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Attila,spadiceus,"(Gmelin, 1789)",,,,,"",Bright-rumped Attila,,,LC,,3.1,2012,stable,N
58232,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Aubria,occidentalis,"Perret, 1995",,,,,"",,,,LC,,3.1,2013,unknown,N
22688069,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Augastes,lumachella,"(Lesson, 1838)",,,,,Augastes lumachellus lumachellus|Augastes lumachellus lumachellus|Augastes lumachellus lumachellus|Augastes lumachellus lumachellus|Augastes lumachellus lumachellus,Hooded Visorbearer,,Colibrí Lumaquela,NT,,3.1,2012,stable,N
22688090,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Augastes,scutatus,"(Temminck, 1822)",,,,,"",Hyacinth Visorbearer,,Colibrí Colaceleste,NT,,3.1,2012,stable,N
42611196,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,albivitta,"(Boissonneau, 1840)",,,,,"",Greyish-throated Toucanet,,,LC,,3.1,2014,decreasing,N
22726183,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,atrogularis,"(Strum, 1841)",,,,,"",Black-throated Toucanet,,,LC,,3.1,2014,decreasing,N
22731636,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,calorhynchus,"(Gould, 1874)",,,,,"",Yellow-billed Toucanet,,,LC,,3.1,2014,decreasing,N
22681978,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,haematopygus,"(Gould, 1835)",,,,,"",Crimson-rumped Toucanet,,,LC,,3.1,2012,stable,N
22726170,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,prasinus,"(Gould, 1834)",,,,,"",Emerald Toucanet,,,LC,,3.1,2014,decreasing,N
61567591,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,sulcatus,"(Swainson, 1820)",,,,,"",Groove-billed Toucanet,,,LC,,3.1,2014,decreasing,N
22726177,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,wagleri,"(Strum, 1841)",,,,,"",Wagler's Toucanet,,,LC,,3.1,2014,decreasing,N
22727094,ANIMALIA,CHORDATA,AVES,PICIFORMES,RAMPHASTIDAE,Aulacorhynchus,whitelianus,"(Salvin & Godman, 1882)",,,,,"",Tepui Toucanet,,,LC,,3.1,2014,decreasing,N
2395,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Auliscomys,boliviensis,"(Waterhouse, 1846)",,,,,"","Bolivian Big-eared Mouse, Bolivian Pericote",,,LC,,3.1,2016,stable,N
2398,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Auliscomys,sublimis,"(Thomas, 1900)",,,,,"","Andean Big-eared Mouse, Lofty Pericote",,,LC,,3.1,2008,stable,N
22711568,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,REMIZIDAE,Auriparus,flaviceps,"(Sundevall, 1850)",,,,,"",Verdin,,,LC,,3.1,2012,increasing,N
54347,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,adelphe,"(Zweifel, 1985)",,,,,"",Northern Territory Frog,,,LC,,3.1,2004,stable,N
54348,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,fryi,"(Zweifel, 1962)",,,,,"",Fry's Frog,,,LC,,3.1,2004,stable,N
54349,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,gracilipes,"Fry, 1912",,,,,"",Slender Frog,,,LC,,3.1,2004,stable,N
54350,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,pluvialis,"(Zweifel, 1965)",,,,,"",Rain Frog,,,LC,,3.1,2004,stable,N
54351,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Austrochaperina,robusta,"Fry, 1912",,,,,"",Robust Frog,,,LC,,3.1,2004,stable,N
21313,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Austronomus,australis,"Gray, 1838",,,,,Tadarida australis,White-striped Free-tailed Bat,,,LC,,3.1,2008,decreasing,N
22702921,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,infuscatus,"(Sclater, 1856)",,,,,"",Olive-backed Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22736232,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,lammi,"(Zimmer, 1947)",,,,,"",Pernambuco Foliage-gleaner,,,VU,C2a(i),3.1,2014,decreasing,N
61789630,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,leucophthalmus,"(Wied, 1821)",,,,,"",White-eyed Foliage-gleaner,,,LC,,3.1,2014,decreasing,N
22702938,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,melanopezus,"(Sclater, 1858)",,,,,"",Brown-rumped Foliage-gleaner,,,LC,,3.1,2012,stable,N
22702910,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,ochrolaemus,"(Tschudi, 1844)",,,,,"",Buff-throated Foliage-gleaner,,,LC,,3.1,2012,decreasing,N
22736330,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,rubiginosus,"(Sclater, 1857)",,,,,"",Ruddy Foliage-gleaner,,,LC,,3.1,2012,stable,N
22702946,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,rufipileatus,"(Pelzeln, 1859)",,,,,"",Chestnut-crowned Foliage-gleaner,,,LC,,3.1,2012,stable,N
22694944,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aviceda,cuculoides,"Swainson, 1837",,,,,"","African Cuckoo-hawk, African Cuckoo-Hawk, African Cuckoo Hawk",Faucon-coucou,,LC,,3.1,2015,stable,N
22694956,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aviceda,jerdoni,"(Blyth, 1842)",,,,,"","Jerdon's Baza, Asian Baza",,Baza Oriental,LC,,3.1,2015,decreasing,N
22694964,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aviceda,leuphotes,"(Dumont, 1820)",,,,,"",Black Baza,,,LC,,3.1,2015,decreasing,N
22694961,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aviceda,subcristata,"(Gould, 1838)",,,,,"",Pacific Baza,,,LC,,3.1,2015,stable,N
22687146,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Avocettula,recurvirostris,"(Swainson, 1822)",,,,,"",Fiery-tailed Awlbill,,"Colibrí Pico Lezna, Mango Picolezna",LC,,3.1,2013,unknown,N
41784,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Axis,porcinus,"(Zimmermann, 1780)",,,,,"","Hog Deer, Thai Hog Deer, Indochina Hog Deer, Indochinese Hog Deer, Indian Hog Deer","Cerf-cochon, Cerf-cochon d'Indochine, Cerf des Marais",Ciervo Porquerizo de Indochina,EN,A2bcd,3.1,2015,decreasing,N
22680402,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,affinis,"(Eyton, 1838)",,,,,"",Lesser Scaup,,,LC,,3.1,2012,decreasing,N
22680367,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,americana,"(Eyton, 1838)",,,,,"",Redhead,,,LC,,3.1,2012,increasing,N
22680387,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,australis,"(Eyton, 1838)",,,,,"","Hardhead, White-eyed Duck",,,LC,,3.1,2012,stable,N
22680384,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,baeri,"(Radde, 1863)",,,,,"",Baer's Pochard,,,CR,A2cd+3cd+4cd,3.1,2015,decreasing,N
22680370,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,collaris,"(Donovan, 1809)",,,,,"",Ring-necked Duck,,,LC,,3.1,2012,increasing,N
22680358,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,ferina,"(Linnaeus, 1758)",,,,,"","Common Pochard, Pochard, Northern Pochard",Fuligule milouin,,VU,A2ab+3b+4ab,3.1,2015,decreasing,N
22680391,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,fuligula,"(Linnaeus, 1758)",,,,,"",Tufted Duck,Fuligule morillon,,LC,,3.1,2015,stable,N
22680398,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,marila,"(Linnaeus, 1761)",,,,,"","Greater Scaup, Scaup",,,LC,,3.1,2012,decreasing,N
22680395,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,novaeseelandiae,"(Gmelin, 1789)",,,,,"",New Zealand Scaup,,,LC,,3.1,2012,increasing,N
22680373,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,nyroca,"(Güldenstädt, 1770)",,,,,"","Ferruginous Duck, White-eyed Pochard, Ferruginous Pochard",Fuligule nyroca,Porrón Pardo,NT,,3.1,2015,decreasing,N
22680364,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,valisineria,"(Wilson, 1814)",,,,,"",Canvasback,,,LC,,3.1,2012,decreasing,N
22716515,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Babax,koslowi,"(Bianchi, 1906)",,,,,"",Tibetan Babax,,,NT,,3.1,2012,stable,N
22716509,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Babax,lanceolatus,"(Verreaux, 1870)",,,,,"",Chinese Babax,,,LC,,3.1,2012,stable,N
22716512,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Babax,waddelli,"Dresser, 1905",,,,,"",Giant Babax,,,NT,,3.1,2012,decreasing,N
58538,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,adenopleura,"(Boulenger, 1909)",,,,,Rana adenopleura  |Rana caldwelli  ,,,,LC,,3.1,2004,stable,N
58586,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,daunchina,"(Chang, 1933)",,,,,Rana daunchina  ,Emei Music Frog,,,LC,,3.1,2004,stable,N
19168,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,holsti,"(Boulenger, 1892)",,,,,Rana holsti  ,Holst's Frog,,,EN,"B1ab(iii,v)",3.1,2004,decreasing,N
58644,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,lini,"(Chou, 1999)",,,,,Rana lini  ,,,,DD,,3.1,2004,unknown,N
58685,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,okinavana,"(Boettger, 1895)",,,,,Babina psaltes  |Rana okinavana  ,Ryukyu Brown Frog,,,EN,"B1ab(iii,iv)+2ab(iii,iv)",3.1,2004,decreasing,N
58698,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,pleuraden,"(Boulenger, 1904)",,,,,Rana pleuraden  ,,,,LC,,3.1,2004,decreasing,N
19172,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Babina,subaspera,"(Barbour, 1908)",,,,,Rana subaspera  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
22711989,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,atricristatus,"Cassin, 1850",,,,,Parus atricristatus atricristatus|Parus atricristatus atricristatus,Black-crested Titmouse,,,LC,,3.1,2012,stable,N
22711983,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,bicolor,"Linnaeus, 1766",,,,,Parus bicolor bicolor,Tufted Titmouse,,,LC,,3.1,2012,increasing,N
22711978,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,inornatus,"(Gambel, 1845)",,,,,"",Oak Titmouse,,,LC,,3.1,2012,stable,N
22729143,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,ridgwayi,"(Richmond, 1902)",,,,,"",Juniper Titmouse,,,LC,,3.1,2012,stable,N
22711969,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARIDAE,Baeolophus,wollweberi,"(Bonaparte, 1850)",,,,,Parus wollweberi wollweberi|Parus wollweberi wollweberi,Bridled Titmouse,,,LC,,3.1,2012,stable,N
22712837,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Baeopogon,indicator,"(Verreaux & Verreaux, 1855)",,,,,"",Honeyguide Greenbul,Bulbul à queue blanche,,LC,,3.1,2012,stable,N
2465,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Baiomys,musculus,"(Merriam, 1892)",,,,,"",Southern Pygmy Mouse,,,LC,,3.1,2008,stable,N
2466,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Baiomys,taylori,"(Thomas, 1887)",,,,,"",Northern Pygmy Mouse,,,LC,,3.1,2008,stable,N
2467,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,"Linnaeus, 1758",,,,,"","Bowhead Whale, Greenland Right Whale, Bowhead","Baleine de Grande Baie, Baleine du Groenland","Ballena Boreal, Ballena de Groenlandia",LC,,3.1,2012,increasing,N
2474,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,"Lacépède, 1804",,,,,"","Common Minke Whale, Minke Whale, Lesser Rorqual, Little Piked Whale, Dwarf Minke Whale","Baleinoptère à museau pointu, Petit rorqual","Ballena Minke, Rorcual Menor",LC,,3.1,2008,stable,N
2480,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,"Burmeister, 1867",,,,,"",Antarctic Minke Whale,,,DD,,3.1,2008,unknown,N
2475,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,"Lesson, 1828",,,,,"",Sei Whale,"Rorqual De Rudolphi, Rorqual sei, Rorqual Boréal","Ballena Sei, Rorcual Boreal, Rorcual de Rudolphi, Rorcual Norteno",EN,A1ad,3.1,2008,unknown,N
2476,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,edeni,"Anderson, 1879",,,,,Balaenoptera brydei  ,"Bryde's Whale, Eden's Whale, Pygmy Bryde's Whale, Tropical Whale, Common Bryde's Whale","Baleinoptère de Bryde, Rorqual de Bryde, Rorqual d'Eden, Rorqual Tropical",Ballena de Bryde,DD,,3.1,2008,unknown,N
2477,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,"(Linnaeus, 1758)",,,,,"",Blue Whale,Baleine bleue,Ballena Azul,EN,A1abd,3.1,2008,increasing,N
136623,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,omurai,"Wada, Oishi & Yamada, 2003",,,,,"","Omura's Whale, Dwarf fin whale",,,DD,,3.1,2008,unknown,N
2478,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,"(Linnaeus, 1758)",,,,,"","Fin Whale, Fin-backed Whale, Finner, Common Rorqual, Herring Whale, Razorback, Finback","Baleine à nageoires, Baleine fin, Baleinoptère commune, Rorqual Commun","Ballena Aleta, Ballena Boba, Rorcual Común",EN,A1d,3.1,2013,unknown,N
2532,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,io,"Thomas, 1904",,,,,"",Thomas's Sac-winged Bat,,,VU,A2c,3.1,2015,decreasing,N
2533,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,plicata,"Peters, 1867",,,,,"",Gray Sac-winged Bat,,,LC,,3.1,2016,unknown,N
22692039,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Balearica,pavonina,"(Linnaeus, 1758)",,,,,"","Black Crowned-crane, Black Crowned-Crane, Black Crowned Crane, Northern Crowned Crane",Grue couronnée,,VU,A4bcd,3.1,2012,decreasing,N
22692046,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Balearica,regulorum,"(Bennett, 1834)",,,,,"","Grey Crowned-crane, Grey Crowned-Crane, Grey Crowned Crane, Southern Crowned Crane",Grue royale,,EN,A2acd+4acd,3.1,2013,decreasing,N
22679114,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Bambusicola,fytchii,"Anderson, 1871",,,,,"","Mountain Bamboo-partridge, Mountain Bamboo Partridge, Mountain Bamboo-Partridge",,,LC,,3.1,2012,decreasing,N
22725191,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Bambusicola,thoracicus,"(Temminck, 1815)",,,,,"","Chinese Bamboo-partridge, Chinese Bamboo Partridge, Chinese Bamboo-Partridge",,,LC,,3.1,2014,decreasing,N
2541,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Bandicota,indica,"(Bechstein, 1800)",,,,,"",Greater Bandicoot Rat,,,LC,,3.1,2008,increasing,N
2553,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Barbastella,barbastellus,"(Schreber, 1774)",,,,,"","Western Barbastelle, Barbastelle","Barbastelle Commune, Barbastelle D'Europe",Barbastela,NT,,3.1,2016,decreasing,N
2554,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Barbastella,leucomelas,"(Cretzschmar, 1826)",,,,,Barbastella blandfordi|Barbastella caspica|Barbastella walteri|Plecotus darjelingensis|Vespertilio leucomelas,"Eastern Barbastelle, Asian Barbastelle",,,LC,,3.1,2008,unknown,N
22685090,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Barnardius,zonarius,"(Vigors & Horsfield, 1827)",,,,,"","Australian Ringneck, Australian Ringneck",,,LC,,3.1,2012,increasing,N
22693203,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,"(Bechstein, 1812)",,,,,"",Upland Sandpiper,Maubèche des champs,,LC,,3.1,2012,increasing,N
56328,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Barycholos,ternetzi,"(Miranda-Ribeiro, 1937)",,,,,Barycholos savagei  ,,,,LC,,3.1,2004,decreasing,N
22682995,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Baryphthengus,martii,"(Spix, 1824)",,,,,"",Rufous Motmot,,,LC,,3.1,2012,stable,N
22682998,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Baryphthengus,ruficapillus,"(Vieillot, 1818)",,,,,"",Rufous-capped Motmot,,,LC,,3.1,2012,decreasing,N
22722019,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,belli,"(Giraud, 1841)",,,,,"",Golden-browed Warbler,,,LC,,3.1,2012,decreasing,N
22721962,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,bivittatus,"(Lafresnaye & d'Orbigny, 1837)",,,,,"",Two-banded Warbler,,,LC,,3.1,2012,decreasing,N
22721985,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,cinereicollis,"Sclater, 1865",,,,,"","Grey-throated Warbler, Gray-throated Warbler",,,NT,,3.1,2012,decreasing,N
22721992,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,coronatus,"(Tschudi, 1844)",,,,,"",Russet-crowned Warbler,,,LC,,3.1,2012,decreasing,N
22721995,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,culicivorus,"(Deppe, 1830)",,,,,"","Golden-crowned Warbler, Stripe-crowned Warbler",,,LC,,3.1,2012,decreasing,N
22722038,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,flaveolus,"(Baird, 1865)",,,,,"",Flavescent Warbler,,,LC,,3.1,2012,decreasing,N
22721978,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,griseiceps,"Sclater & Salvin, 1869",,,,,"","Grey-headed Warbler, Gray-headed Warbler",,,EN,"B1ab(i,ii,iii,v)",3.1,2012,decreasing,N
22722008,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,hypoleucus,"Bonaparte, 1850",,,,,"",White-bellied Warbler,,,LC,,3.1,2012,decreasing,N
22722031,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,leucoblepharus,"(Vieillot, 1817)",,,,,"","White-browed Warbler, White-rimmed Warbler",,,LC,,3.1,2012,decreasing,N
22722035,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,leucophrys,"Pelzeln, 1868",,,,,"",White-striped Warbler,,,LC,,3.1,2012,decreasing,N
22721972,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,luteoviridis,"(Bonaparte, 1845)",,,,,"",Citrine Warbler,,,LC,,3.1,2012,decreasing,N
22721975,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,nigrocristatus,"(Lafresnaye, 1840)",,,,,"",Black-crested Warbler,,,LC,,3.1,2012,decreasing,N
22722016,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,rufifrons,"(Swainson, 1838)",,,,,"",Rufous-capped Warbler,,,LC,,3.1,2012,stable,N
22722028,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,tristriatus,"(Tschudi, 1844)",,,,,"",Three-striped Warbler,,,LC,,3.1,2012,decreasing,N
22687428,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Basilinna,leucotis,"(Vieillot, 1818)",,,,,Hylocharis leucotis,White-eared Hummingbird,,,LC,,3.1,2012,unknown,N
22687424,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Basilinna,xantusii,"(Lawrence, 1860)",,,,,Hylocharis xantusii,Xantus's Hummingbird,,,LC,,3.1,2012,unknown,N
48637566,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,alleni,"Thomas, 1880",,,,,Bassaricyon beddardi|Bassaricyon medius subspecies siccatus,Eastern Lowland Olingo,,,LC,,3.1,2016,decreasing,N
